blind_id,model_id,precision,item_id,mode,row_sha256,source_book,task,gemini_label,glm_label,gemini_reason,glm_reason,glm_review_reason,gemini_reasoning_support,glm_reasoning_support,both_gradable,same_label
B00560,google/gemma-3-27b-it,NF4,clinical_astra_b04_004,with_rag,0b6803e1c73ec2881b1842fb3a9ecbb4c326c70fd53570014f147f6d1038fab7,Sleep Medicine (Oxford Case Histories).pdf,suspected_diagnosis,correct,correct,"The response directly identifies obstructive sleep apnea (OSA), which matches the reference answer and key features of the case.","The response directly identifies obstructive sleep apnea as the suspected pre-existing disorder, matching the reference and acceptable answers, with risk factors consistent with the case.",,supported,supported,True,True
B00561,meta-llama/Llama-3.2-1B-Instruct,NF4,clinical_astra_b05_005,no_rag,44e43300aa9433ac6e586423152eea24422d358c856cc03c79a3488b2c29aba2,Sleep Medicine Pearls (Pearls Series).pdf,diagnostic_evaluation,incorrect,incorrect,The response incorrectly identifies HCN1 as the central gene for congenital central hypoventilation syndrome instead of PHOX2B.,"The response names HCN1 as the gene for suspected CCHS, whereas the established etiologic test is PHOX2B; this is a materially wrong answer.","The reference (PHOX2B) is unambiguous, so the incorrect gene claim can be scored without human review.",material_unsupported,material_unsupported,True,True
B00562,meta-llama/Llama-3.1-8B-Instruct,NF4,clinical_astra_b03_012,with_rag,b01057776e9da46c1bf2acaeaa04f49852a868d5a5c647cdafb28b5a0ec4837c,Common Pitfalls in Sleep Medicine.pdf,diagnosis,correct,correct,"The response accurately identifies sleep terrors as the most likely parasomnia, matching the reference standard.","The response directly identifies sleep terrors, matching the reference, with supporting features (age, autonomic signs, amnesia, familial pattern) consistent with the case.","Answer is correct and consistent with the reference; the only minor issue is an unsupported mention of a frightening image, not affecting the diagnosis.",minor_unsupported,minor_unsupported,True,True
B00563,XHToken/Spark-X2.5-4B,NF4,clinical_astra_b05_003,with_rag,a021934d537ca2cd88f673ccde05c3819142329e1179af36583c89adf9adce95,Sleep Medicine Pearls (Pearls Series).pdf,diagnostic_evaluation,partial,correct,"The response correctly identifies distinguishing central from obstructive events, but misses investigating respiratory-depressant medication exposure.",The response identifies the key distinction—central versus obstructive residual events—which matches the reference; the omitted mention of medication review is secondary and does not materially alter the answer.,,supported,supported,True,False
B00564,google/gemma-3-12b-it,NF4,clinical_astra_b02_009,no_rag,e24c27c2c43982bd8c19e4f825d68b5d92302f2b528477ad2640fcf4901828e4,"Atlas of Sleep Medicine, 3rd Edition.pdf",diagnosis,incorrect,transport_failure_not_assessed,"The candidate provided 'Rapid Onset Sleep Myoclonus (ROSM)' instead of the correct movement disorder, faciomandibular myoclonus.",,,material_unsupported,not_assessable,False,False
B00565,meta-llama/Llama-3.2-1B-Instruct,BF16,clinical_astra_b06_016,with_rag,5c532bc9efe078418bf7533f9055e3d250a3ef18a55e7fae194d905b5dc47a78,Sleepless and Sleepy _ 50 Challenging Sleep Medicine Cases.pdf,clinical_interpretation,correct,invalid_judge_output,The response correctly identifies cataplexy as the explanation for the emotion-triggered weakness in this patient with narcolepsy.,,,supported,not_assessable,False,False
B00566,gpt-5.5-2026-04-23,API,clinical_astra_b03_019,with_rag,788ea9b160fc9f27b28ea6f1a6c787ad43b898b4d84c7b7161eaef0c72e4ae8a,Common Pitfalls in Sleep Medicine.pdf,clinical_interpretation,correct,correct,The response accurately identifies both the unsuitable sleep environment and the sleep-onset associations/dependence on parental presence as the modifiable contributors.,"Response identifies both essential contributors: unsuitable sleep environment (cold, noise, TV, couch) and dependence on parental presence at sleep onset, matching the reference and case evidence.",Answer aligns with the candidate reference and case facts; no unsupported or contradictory claims identified.,supported,supported,True,True
B00567,meta-llama/Llama-3.2-1B-Instruct,NF4,clinical_astra_b01_018,no_rag,bac3c06f6135888be196adfcd2827ee3dd01e9c5e386d10a796b3de1e33fca84,A Clinical Casebook of Sleep Disorders in Women.pdf,diagnosis,incorrect,incorrect,The response incorrectly identifies the condition as Sleep Terrors instead of REM sleep behavior disorder (RBD).,"The response asserts Sleep Terrors, contradicting the reference; dream enactment with REM sleep without atonia supports RBD, and sleep terrors occur in NREM, not REM.","The reference clearly supports RBD, so no review is needed; the answer is simply incorrect.",material_unsupported,material_unsupported,True,True
B00568,meta-llama/Llama-3.2-1B-Instruct,BF16,clinical_astra_b04_020,no_rag,9014587e186081d8801cc7d74a0aa6f5e76581bd6308e82d1b0172d2859a193c,Sleep Medicine (Oxford Case Histories).pdf,clinical_interpretation,incorrect,incorrect,"The response fails to identify the natural short-sleeper phenotype (or naturally low sleep requirement), instead tautologically stating 'a baseline sleep trait of 5 hours of sleep per night' and incorrectly claiming the patient is experiencing sleepiness and daytime fatigue.",The expected answer is a natural short-sleeper phenotype; the response instead names '5 hours of sleep per night' and introduces unsupported concepts like 'sleep pressure' and implied daytime sleepiness the patient denies.,The correct reference concept is clear; the response simply misses it.,material_unsupported,material_unsupported,True,True
B00569,microsoft/phi-4,BF16,clinical_astra_b06_015,no_rag,221d515181e3103d8db43bd1c970a2252bd495385f043ae9ecff4f11e8ea4b43,Sleepless and Sleepy _ 50 Challenging Sleep Medicine Cases.pdf,clinical_interpretation,correct,correct,The response accurately identifies preserved awareness while eating as the key feature favoring night eating syndrome over sleep-related eating disorder.,"The response identifies preserved awareness of being awake while eating as the feature favoring NES, matching the reference.",,supported,supported,True,True
B00570,Qwen/Qwen3.8-27B,NF4,clinical_astra_b04_013,with_rag,ed06b72276c2ba7128af63ca1f33655fd8df7ccf3997a8566df14ecd7baf3c05,Sleep Medicine (Oxford Case Histories).pdf,clinical_interpretation,correct,correct,"The response accurately identifies the term as sleep inertia (and notes sleep drunkenness), directly satisfying the question and matching the reference.","The response directly identifies sleep inertia, matching the reference answer, and equates it with sleep drunkenness.",,supported,supported,True,True
B00571,gpt-5.5-2026-04-23,API,clinical_astra_b04_013,with_rag,684bb51883a6b1c90ef775a6247b33dd9c421bed74e73682a6c82380a1856759,Sleep Medicine (Oxford Case Histories).pdf,clinical_interpretation,correct,correct,"The response accurately identifies the term as sleep drunkenness / prolonged sleep inertia, matching the reference.","The response directly identifies the finding as severe/prolonged sleep inertia, also termed sleep drunkenness, matching the reference.",,supported,supported,True,True
B00572,Qwen/Qwen3.8-27B,NF4,clinical_astra_b02_009,with_rag,b0481d77e50c4c7a072a4e1a3fc5491c984c0a631671f41fe2cf1c14ef52d0a8,"Atlas of Sleep Medicine, 3rd Edition.pdf",diagnosis,incorrect,incorrect,"The response identifies sleep bruxism rather than faciomandibular myoclonus, which is characterized specifically by myoclonic activity of the facial and jaw muscles.","The response answers 'sleep bruxism,' which materially conflicts with the reference answer 'Faciomandibular myoclonus,' the specific disorder illustrated by the described facial/jaw muscle myoclonus.","The reference and question clearly resolve to faciomandibular myoclonus; no ambiguity prevents scoring. The bruxism answer is wrong, not ungradable.",material_unsupported,material_unsupported,True,True
B00573,XHToken/Spark-X2.5-4B,NF4,clinical_astra_b04_013,no_rag,66ad3bc2538cfce6eaf9d8ebeacef744194d8ce9b23c19271e65fdd08a08ba06,Sleep Medicine (Oxford Case Histories).pdf,clinical_interpretation,incorrect,incorrect,The response invents a non-standard diagnostic term instead of identifying sleep inertia or sleep drunkenness.,"The response asserts 'SSRAS Syndrome,' a non-standard invented term, instead of the accepted answer 'severe sleep inertia (sleep drunkenness).' The described presentation is classic sleep inertia.",The target construct (sleep drunkenness after awakening) is clearly defined by the reference; the response simply names a fictitious syndrome.,material_unsupported,material_unsupported,True,True
B00574,meta-llama/Llama-3.1-8B-Instruct,BF16,clinical_astra_b02_004,no_rag,4ae58d46229908eeb97de935ab4e7dce0f70c1daa1aaa9956afd26fcb57914d9,"Atlas of Sleep Medicine, 3rd Edition.pdf",clinical_interpretation,incorrect,incorrect,"The response incorrectly identifies the motor pattern as Periodic Limb Movement in Sleep (PLMS) instead of Alternating Limb Muscle Activation (ALMA), which is defined by alternating muscle bursts at 0.5-3.0 Hz (here 1.5-2 Hz).","The described pattern of rapid alternating leg muscle bursts at 1.5-2 Hz is ALMA, not PLMS; PLMS involves periodic limb movements at a much slower interval (typically every 5-90 seconds), so the response materially contradicts the reference.","The reference clearly identifies the pattern as ALMA, so the incorrect answer can be resolved without human review.",material_unsupported,material_unsupported,True,True
B00575,microsoft/phi-4,NF4,clinical_astra_b06_014,with_rag,c4b8bbbeda971e2211b74009f2e92acfaaa24b8d3be8c29b3339f0764dd66985,Sleepless and Sleepy _ 50 Challenging Sleep Medicine Cases.pdf,diagnostic_evaluation,correct,correct,The response directly and accurately identifies that whether symptoms improve or are relieved with movement is the critical symptom relationship requiring clarification.,"The response directly identifies the needed clarification—whether the child's symptoms improve/are relieved by movement—matching the reference and gold evidence units, with appropriate caveats about additional evening-worsening criteria.","Response aligns with the reference; PLMD mention is a supported general clinical point, not an invented patient fact.",supported,supported,True,True
B00576,google/gemma-3-12b-it,NF4,clinical_astra_b04_002,no_rag,3b23ce840d33aa685d4345a8575175c52e1bde3905156e683800c404b809958b,Sleep Medicine (Oxford Case Histories).pdf,diagnosis,partial,partial,"The response identifies obstructive sleep apnea (OSA) but omits the severity specification ('severe'), which is directly established by the AHI of 47.9/hour.","The response correctly identifies OSA with supported reasoning, but omits the severity qualifier (AHI 47.9/hour = severe) that the reference and acceptable answers include.",,supported,supported,True,True
B00577,microsoft/phi-4,BF16,clinical_astra_b03_003,with_rag,98890f370357171922e7b80a6670c68a5f17b0eb19bb574205baee1128b21c4e,Common Pitfalls in Sleep Medicine.pdf,diagnosis,correct,correct,The response correctly identifies obstructive sleep apnea / sleep-disordered breathing with respiratory effort-related arousals as the process explaining the sleep fragmentation.,"The response identifies obstructive sleep-disordered breathing (OSA) with respiratory effort-related arousals uncaptured by AHI, matching the reference answer in substance; the elevated RDI of 19.8 versus AHI 5.3 is correctly explained.",No ambiguity or safety concern; the answer aligns with the candidate reference.,supported,supported,True,True
